1;;8425;Alb-Donau-Kreis
1;;8426;Biberach
1;;8115;Böblingen
1;;8435;Bodenseekreis
1;;8315;Breisgau-Hochschwarzwald
1;;8235;Calw
1;;8316;Emmendingen
1;;8236;Enzkreis
1;;8116;Esslingen
1;;8237;Freudenstadt
1;;8117;Göppingen
1;;8135;Heidenheim
1;;8125;Heilbronn
1;;8126;Hohenlohekreis
1;;8215;Karlsruhe
1;;8335;Konstanz
1;;8336;Lörrach
1;;8118;Ludwigsburg
1;;8128;Main-Tauber-Kreis
1;;8225;Neckar-Odenwald-Kreis
1;;8317;Ortenaukreis
1;;8136;Ostalbkreis
1;;8216;Rastatt
1;;8436;Ravensburg
1;;8119;Rems-Murr-Kreis
1;;8415;Reutlingen
1;;8226;Rhein-Neckar-Kreis
1;;8325;Rottweil
1;;8127;Schwäbisch Hall
1;;8326;Schwarzwald-Baar-Kreis
1;;8437;Sigmaringen
1;;8416;Tübingen
1;;8327;Tuttlingen
1;;8337;Waldshut
1;;8417;Zollernalbkreis
2;;9771;Aichach-Friedberg
2;;9171;Altötting
2;;9371;Amberg-Sulzbach
2;;9571;Ansbach
2;;9671;Aschaffenburg
2;;9772;Augsburg
2;;9672;Bad Kissingen
2;;9173;Bad Tölz-Wolfratshausen
2;;9471;Bamberg
2;;9472;Bayreuth
2;;9172;Berchtesgadener Land
2;;9372;Cham
2;;9473;Coburg
2;;9174;Dachau
2;;9271;Deggendorf
2;;9773;Dillingen an der Donau
2;;9279;Dingolfing-Landau
2;;9779;Donau-Ries
2;;9175;Ebersberg
2;;9176;Eichstätt
2;;9177;Erding
2;;9572;Erlangen-Höchstadt
2;;9474;Forchheim
2;;9178;Freising
2;;9272;Freyung-Grafenau
2;;9179;Fürstenfeldbruck
2;;9573;Fürth
2;;9180;Garmisch-Partenkirchen
2;;9774;Günzburg
2;;9674;Haßberge
2;;9475;Hof
2;;9273;Kelheim
2;;9675;Kitzingen
2;;9476;Kronach
2;;9477;Kulmbach
2;;9181;Landsberg am Lech
2;;9274;Landshut
2;;9478;Lichtenfels
2;;9776;Lindau (Bodensee)
2;;9677;Main-Spessart
2;;9182;Miesbach
2;;9676;Miltenberg
2;;9183;Mühldorf am Inn
2;;9184;München
2;;9775;Neu-Ulm
2;;9185;Neuburg-Schrobenhausen
2;;9373;Neumarkt in der Oberpfalz
2;;9575;Neustadt an der Aisch-Bad Windsheim
2;;9374;Neustadt an der Waldnaab
2;;9574;Nürnberger Land
2;;9780;Oberallgäu
2;;9777;Ostallgäu
2;;9275;Passau
2;;9186;Pfaffenhofen an der Ilm
2;;9276;Regen
2;;9375;Regensburg
2;;9673;Rhön-Grabfeld
2;;9187;Rosenheim
2;;9576;Roth
2;;9277;Rottal-Inn
2;;9376;Schwandorf
2;;9678;Schweinfurt
2;;9188;Starnberg
2;;9278;Straubing-Bogen
2;;9377;Tirschenreuth
2;;9189;Traunstein
2;;9778;Unterallgäu
2;;9190;Weilheim-Schongau
2;;9577;Weißenburg-Gunzenhausen
2;;9479;Wunsiedel im Fichtelgebirge
2;;9679;Würzburg
3;;11000;Berlin
4;;12060;Barnim
4;;12061;Dahme-Spreewald
4;;12062;Elbe-Elster
4;;12063;Havelland
4;;12064;Märkisch-Oderland
4;;12065;Oberhavel
4;;12066;Oberspreewald-Lausitz
4;;12067;Oder-Spree
4;;12068;Ostprignitz-Ruppin
4;;12069;Potsdam-Mittelmark
4;;12070;Prignitz
4;;12071;Spree-Neiße
4;;12072;Teltow-Fläming
4;;12073;Uckermark
5;;4011;Bremen
6;;2000;Hamburg
7;;6431;Bergstraße
7;;6432;Darmstadt-Dieburg
7;;6631;Fulda
7;;6531;Gießen
7;;6433;Groß-Gerau
7;;6632;Hersfeld-Rotenburg
7;;6434;Hochtaunuskreis
7;;6633;Kassel
7;;6532;Lahn-Dill-Kreis
7;;6533;Limburg-Weilburg
7;;6435;Main-Kinzig-Kreis
7;;6436;Main-Taunus-Kreis
7;;6534;Marburg-Biedenkopf
7;;6437;Odenwaldkreis
7;;6438;Offenbach
7;;6439;Rheingau-Taunus-Kreis
7;;6634;Schwalm-Eder-Kreis
7;;6535;Vogelsbergkreis
7;;6635;Waldeck-Frankenberg
7;;6636;Werra-Meißner-Kreis
7;;6440;Wetteraukreis
8;;13076;Ludwigslust-Parchim
8;;13071;Mecklenburgische Seenplatte
8;;13074;Nordwestmecklenburg
8;;13072;Rostock
8;;13075;Vorpommern-Greifswald
8;;13073;Vorpommern-Rügen
9;;3451;Ammerland
9;;3452;Aurich
9;;3351;Celle
9;;3453;Cloppenburg
9;;3352;Cuxhaven
9;;3251;Diepholz
9;;3454;Emsland
9;;3455;Friesland
9;;3151;Gifhorn
9;;3153;Goslar
9;;3152;Göttingen
9;;3456;Grafschaft Bentheim
9;;3252;Hameln-Pyrmont
9;;3241;Hannover Region
9;;3353;Harburg
9;;3358;Heidekreis
9;;3154;Helmstedt
9;;3254;Hildesheim
9;;3255;Holzminden
9;;3457;Leer
9;;3354;Lüchow-Dannenberg
9;;3355;Lüneburg
9;;3256;Nienburg/Weser
9;;3155;Northeim
9;;3458;Oldenburg
9;;3459;Osnabrück
9;;3356;Osterholz
9;;3156;Osterode am Harz
9;;3157;Peine
9;;3357;Rotenburg (Wümme)
9;;3257;Schaumburg
9;;3359;Stade
9;;3360;Uelzen
9;;3460;Vechta
9;;3361;Verden
9;;3461;Wesermarsch
9;;3462;Wittmund
9;;3158;Wolfenbüttel
10;;5334;Aachen Städteregion
10;;5554;Borken
10;;5558;Coesfeld
10;;5358;Düren
10;;5954;Ennepe-Ruhr-Kreis
10;;5366;Euskirchen
